id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
1,0.0011255938523849333,0.2695180830595303,0.2697680727759781,0.39702550613052245,0.0010997411911282556,0.006680412099502544,0.052668346759015904,0.00015775939564646916,0.0019564847362910525
2,0.0031653651151476187,0.0001832762516703218,0.00022323182881000235,1.0234121419621612e-06,0.0006713980867601345,0.0009627719055046336,0.000548652292318024,0.9924177603072514,0.0018265208003958816
3,0.0006027705694737574,0.006899758585214181,0.0022426943815263955,0.7567279961742202,0.00039699656234549633,0.22309720869293828,0.007176546942231749,0.00014159298368924717,0.00271443510836108
4,0.30951876895255714,0.048040309265683936,0.017739146467103825,0.0016845117388568005,0.02110122041207109,0.018094990945565,0.04149096089534877,0.3243877074275827,0.21794238389523063
5,0.0005030089312585759,0.5637391961930643,0.40592066029290774,0.019185139184093383,0.0014270884227664514,0.0002127003079824958,0.008362536721078962,0.0001333363704482761,0.0005163335763997711
6,0.00018176926734143504,0.9452100920396067,0.04700224105995043,0.004156742548184137,0.0005678752030838877,0.0010676315253624101,0.0010703793114111477,0.0004557631616088981,0.00028750588345109393
7,5.1421326179189935e-05,0.9420643756193676,0.05293353872046262,0.0035866223569882044,0.0009491596642648415,2.6207468693316825e-05,0.0002985379707025497,2.332991288520949e-05,6.680696045603806e-05
8,3.574194924399827e-05,0.9765133765635428,0.012908731355759233,0.008803079186726247,0.001506041321386354,4.709840306291135e-05,9.553139517256434e-05,1.227392085624111e-05,7.812590424975652e-05
9,0.0003186224429268971,0.3830481673403382,0.5672810667897871,0.02175681944167973,0.0003783431702943114,0.0005404551969917996,0.02617908172907292,0.00017355395459595175,0.0003238899343132335
10,8.48852764193903e-05,0.3796945184498008,0.5120300352186163,0.10375430239105264,0.0012075377365329903,0.0002524487279233608,0.0012070256069144545,5.645526098218615e-05,0.0017127913317575955
11,0.14133556384398574,0.0006608431228445453,6.00480855995501e-05,0.005987605741308799,0.00016620426924542612,0.7112450480301404,0.013766844719142624,0.00650910017299264,0.1202687420147401
12,0.01195052847743766,0.0002904053109734547,0.00035816569662786474,3.3136714872242304e-05,0.0003078463255692881,0.05500189778651665,0.0036319608688033683,0.9143768170888533,0.01404924173034599
13,0.0004137037742601608,0.5455859472503958,0.4195557199918266,0.00288858688307855,0.001013692205816889,0.004671157238052887,0.009634623122078967,0.015352374155374408,0.0008841953791154923
14,0.0553457971230369,0.00021954764940622652,0.00048110583829820625,7.857010922112726e-06,0.0007747001229263769,0.009922960033138077,0.012764345637110694,0.9121345539269416,0.008349132658219632
15,0.000865779723344665,0.0024499499379686835,0.0011342005541832055,0.0010640216306952658,0.989498309318483,1.099499246724174e-05,0.0002459652878748425,0.004337265114408407,0.00039351344057465565
16,0.007437032787041913,0.0008614090667678289,0.004098848422584525,0.0031615879439535377,2.5545392064338115e-05,0.08049474809299567,0.9009008657907837,0.0021224380152668585,0.0008975244885416984
17,5.222372853097393e-05,0.0003421780067361808,0.0002843300139912925,0.0008815891131045779,2.3461263104400627e-07,0.9953016843822423,0.00037228253804061145,0.001400024813287441,0.0013654527914357243
18,0.00011760632219002585,0.34714416738954895,0.26919986997789525,0.37650835818956435,0.0014858488680147303,0.0010742684187321993,0.0015663206435675443,5.5825046207276044e-05,0.0028477351442799705
19,0.0006385209845946091,0.808298945883878,0.16543622943654718,0.014120298069418584,0.007416555064015606,0.00019210949779021477,0.0008654119753913152,0.0004603648811315007,0.0025715642072329683
20,0.000193684345215708,0.4986484514750137,0.3840898012617576,0.11125225107867817,0.0011776436226504454,0.0003913992057104661,0.002812732488086371,5.0568999130943176e-05,0.0013834675237566212
21,0.012087653381943992,0.00010018343055010703,5.050137465830859e-06,0.002945545925279571,3.73131867774178e-05,0.9700292256636456,0.007412363551187165,0.0022322418884901662,0.005150422834660206
22,0.010649382110553543,0.00023952238146974136,4.81221887396189e-06,0.0019385158302653834,4.843650896529699e-05,0.9697565681887088,0.013290031290561439,0.002676825463649706,0.0013959060069519635
23,0.00026543182915124197,0.4942187243070868,0.4787342521060047,0.0021883766212831505,0.0012803722041385798,0.002475857044618779,0.005915724760954382,0.01431109823561171,0.0006101628911509718
24,0.0027120044696438412,0.008247606617042937,0.02345392230128523,5.97098499898877e-05,0.0032547140086262904,0.0035623971871954108,0.018764109833539117,0.9380123498920068,0.0019331858406704543
25,0.006543358213602454,6.687062260605107e-05,9.299110409515491e-06,0.004190200323788809,0.00012894493349829798,0.9690485507899337,0.010861706162585279,0.005874100702223862,0.003276969141352075
26,7.135447238272714e-05,0.564871921268661,0.42322004913920647,0.009953726382330276,0.0006899127017462907,3.405385555194948e-05,0.0006921499633367061,3.7037631875205836e-05,0.0004297945849095002
27,0.6950233829661592,0.0031664627449526075,0.00010834427156771418,0.00033499390468009625,0.0015036673151641792,0.09796688948596155,0.010687180213472985,0.07179319120121161,0.1194158878968301
28,0.007887541720985842,0.7997589106010162,0.09966135351592566,0.043146262199327295,0.005973995404855682,0.009914749934724264,0.012232432433380921,0.0036455046096588533,0.017779249580125334
29,0.015384891072261394,0.0008390206447183049,0.0015981554250038873,0.0004926156838357836,4.170847437570065e-05,0.0368352138373647,0.9389001378164079,0.005382125114520315,0.0005261319315122152
30,0.00014875394567589008,0.45735637692168274,0.4645689756002971,0.07081167836203471,0.0007557844995178004,0.000399992747066583,0.005271721766748313,6.83605212840105e-05,0.0006183556356927199
31,9.423368706386753e-05,0.0004413410130474042,9.979999526318058e-05,0.000785974592458511,5.719329788068952e-07,0.9961785948425764,0.0008673475587202205,0.001133866976779055,0.00039826940111248007
32,0.002226015759126551,0.0007844390572598695,0.001738395121962551,3.705786229022437e-05,0.0002582803832859994,0.036910970310185316,0.013385379695857841,0.9429640322195905,0.0016954295904412367
33,0.005344243597516768,0.02219714677074206,0.005814798439044954,0.0029397078677482528,0.9581564532800012,1.3032418261635704e-05,0.0008417220490381686,0.002645216110777017,0.002047679466869976
34,0.0029053929859023967,0.017016805286207234,0.023607173261824953,0.3140212521995403,0.6028527733306569,0.00420325037195794,0.0093447697206873,0.014305133122779416,0.011743449720443522
35,0.0026774800904553436,0.5502212356095605,0.28586989977299676,0.0982398797513337,0.006155629337987134,0.0034565708926414377,0.04997311914183099,0.0010713747591127505,0.002334810644081434
36,0.0004709169915626612,0.0006121613903492692,0.0005151717000327959,0.00040677309238512524,1.3794155596997555e-05,0.9226661858845179,0.018383893268010786,0.056606422274661686,0.0003246812428826705
37,0.0039749045049780884,9.325579095250818e-05,2.7928517004046845e-06,0.0009354352418801489,5.6128722927477615e-05,0.9832985827615615,0.005053224181235564,0.005856896253379483,0.0007287796913849636
38,0.030357545313829896,0.001622890754503025,0.0027059086367746087,2.8649542907992332e-05,0.0004285733390774632,0.015549206100718629,0.003287091603643544,0.8711192349918356,0.0749008997167092
39,9.670447101664198e-05,0.6985920554594939,0.29310838115006344,0.005985840991575935,0.0004421308448720596,0.0001407863097930342,0.0011284149228506317,0.0001297436541984907,0.0003759421961360226
40,0.0022015608300046787,0.0003693489052188175,0.0004809994184457627,3.430676066273651e-06,0.0012916028081879913,0.0008551270687352227,0.00021553843473667107,0.9871957305566426,0.007386661301962026
41,0.0002503951445083975,0.3695372345897102,0.5682477392897001,0.04435045112183231,0.0013224563772490706,0.0007715652210520791,0.014665581949404847,0.0003390193575515363,0.0005155569489914706
42,0.07161623305474986,0.0057017973827221515,0.0011595089588663206,0.04349931859959984,0.0026679752940965006,0.6338595032403056,0.03431324949691278,0.0323023224766712,0.1748800914960757
43,0.009462551771136193,0.08050440172294311,0.05577677611723922,0.0215566900221361,4.666824583213474e-05,0.20608877321336935,0.6218095920862348,0.0018932312420418128,0.0028613155790672864
44,0.0007205051788543034,0.3845075520247244,0.6015116259893044,0.0011202534473141444,0.002237265132026881,0.00021393375984061857,0.0037398006827340036,0.004726325942032262,0.0012227378431688848
45,0.011038160883389435,0.00010509975535102815,5.282848480419057e-06,0.002862540890130677,4.186313154805691e-05,0.9714582488664291,0.007554182608570391,0.0024973656619869146,0.004437255354114066
46,0.00026000674126689494,0.4213754150588279,0.44521408713777216,0.1244753968018128,0.0010435397980537312,0.0006637090134034142,0.004284269436601306,9.330204437896312e-05,0.002590273967882847
47,0.0005409055863927226,0.7195184951094014,0.19002734816745467,0.075635598807964,0.004257089003538857,0.0023966975361537175,0.005052337082704948,0.000660788003739152,0.0019107407026505401
48,0.00018478613003282992,0.8557519530975569,0.1068941687962951,0.03269801070037852,0.001705918336208973,0.00033667852856045856,0.0020290867010194008,7.27873829230361e-05,0.0003266103270247998
49,0.0001698632811785819,0.5157049724098174,0.3878140088764323,0.08656296994240033,0.0005825688217094275,0.0006818425040547904,0.0079165866133458,6.55677976649295e-05,0.000501619753396279
50,2.7518803109021986e-05,0.0005389635714687191,0.00018794926697841819,0.000291681084130302,1.792471766599309e-07,0.9962818224596762,0.0003697795525643298,0.0020619384567684843,0.00024016755812776336
51,7.820892166836436e-05,0.8642881077183042,0.08679328026195769,0.04403231638014298,0.0036744804939222524,0.00017135241167421766,0.0003228305601342302,5.587903488897796e-05,0.0005835442173071219
52,0.0012591277770739313,0.0007295346610857097,0.0005640251066599616,3.989568552396439e-06,0.00023353874090987654,0.00542897307600717,0.0004963968608049429,0.9886269087300363,0.002657505478869644
53,7.679923791471224e-05,0.9612120751805783,0.022781204501474042,0.014154405592151796,0.00034667073303438974,0.0008398848844287511,0.0002564759985330972,5.516603167966268e-05,0.00027731784020522746
54,0.0025831108087053965,0.4060651307899454,0.4170200225935533,0.09062551685732079,0.0021037111445571743,0.005423912343223598,0.07116464276072514,0.0011435732213766992,0.0038703794805925356
55,0.00023812718037052557,0.6793514215428883,0.22380325737625917,0.0916776984822571,0.0013272630053950615,0.0003166429313301699,0.0016388105105656027,3.645442983256072e-05,0.0016103245411013495
56,0.000354904592532721,0.4934580279575878,0.4499709347470602,0.0031780535257644087,0.002457571443648236,0.005855268738295522,0.009899529855178725,0.03416586586700191,0.000659843272930327
57,2.9355537924579093e-05,0.0002918698267186574,6.255282360137389e-05,0.00032845495380521563,1.9778906584094069e-07,0.9976479490412824,0.0002612358051130064,0.001158077309400229,0.00022030691308874958
58,0.044694132623422526,0.00015811136188297254,0.00019914172406431367,0.0004678650777250724,3.201005747255394e-05,0.011222681669231882,0.0002784033309937156,0.0014540885099692934,0.9414935656452377
